Process ID,Process Name,User ID,Computing Node ID,UL Latency,Backhaul Latency,Processing Latency
76,SIMPLE_RAN_APP_23,23,13,1202.0473769863002,-50,57.60000000000028
80,SIMPLE_RAN_APP_25,25,10,2149.8548975360454,-50,59.60000000000031
77,SIMPLE_RAN_APP_23,23,84,1202.0473769863002,-50,60.00000000000031
81,SIMPLE_RAN_APP_25,25,90,2149.8548975360454,-50,60.00000000000031
32,SIMPLE_RAN_APP_1,1,11,2166.6120805501087,-50,60.00000000000031
60,SIMPLE_RAN_APP_15,15,10,474.5955762161554,-50,60.40000000000032
52,SIMPLE_RAN_APP_11,11,11,1111.259777623107,-50,60.60000000000032
84,SIMPLE_RAN_APP_27,27,12,1050.9407972739073,-50,61.00000000000033
44,SIMPLE_RAN_APP_7,7,12,975.0218979632399,-50,61.20000000000033
36,SIMPLE_RAN_APP_3,3,13,1500.9376355655534,-50,61.600000000000335
54,SIMPLE_RAN_APP_12,12,12,1362.47705678345,-50,62.00000000000034
40,SIMPLE_RAN_APP_5,5,10,544.8759007307565,-50,62.00000000000034
48,SIMPLE_RAN_APP_9,9,14,777.1099508179574,-50,62.80000000000035
46,SIMPLE_RAN_APP_8,8,13,1942.3448591931353,-50,63.80000000000037
88,SIMPLE_RAN_APP_29,29,14,829.5421172502172,-50,63.80000000000037
33,SIMPLE_RAN_APP_1,1,18,2166.6120805501087,-50,64.00000000000037
37,SIMPLE_RAN_APP_3,3,24,1500.9376355655534,-50,64.00000000000037
41,SIMPLE_RAN_APP_5,5,30,544.8759007307565,-50,64.00000000000037
45,SIMPLE_RAN_APP_7,7,36,975.0218979632399,-50,64.00000000000037
47,SIMPLE_RAN_APP_8,8,39,1942.3448591931353,-50,64.00000000000037
49,SIMPLE_RAN_APP_9,9,42,777.1099508179574,-50,64.00000000000037
53,SIMPLE_RAN_APP_11,11,48,1111.259777623107,-50,64.00000000000037
55,SIMPLE_RAN_APP_12,12,51,1362.47705678345,-50,64.00000000000037
61,SIMPLE_RAN_APP_15,15,60,474.5955762161554,-50,64.00000000000037
85,SIMPLE_RAN_APP_27,27,96,1050.9407972739073,-50,64.00000000000037
89,SIMPLE_RAN_APP_29,29,102,829.5421172502172,-50,64.00000000000037
62,SIMPLE_RAN_APP_16,16,11,2763.3539937106625,-50,64.80000000000038
50,SIMPLE_RAN_APP_10,10,10,2107.8431507018386,-50,64.80000000000038
58,SIMPLE_RAN_APP_14,14,14,4380.206181544956,-50,65.60000000000039
70,SIMPLE_RAN_APP_20,20,10,3142.039906635977,-50,65.8000000000004
66,SIMPLE_RAN_APP_18,18,13,3410.1720997102066,-50,66.6000000000004
42,SIMPLE_RAN_APP_6,6,11,2242.9141223942756,-50,66.80000000000041
34,SIMPLE_RAN_APP_2,2,12,2371.5312071052304,-50,67.80000000000042
68,SIMPLE_RAN_APP_19,19,14,2497.8916049183526,-50,67.80000000000042
35,SIMPLE_RAN_APP_2,2,21,2371.5312071052304,-50,68.00000000000043
43,SIMPLE_RAN_APP_6,6,33,2242.9141223942756,-50,68.00000000000043
51,SIMPLE_RAN_APP_10,10,45,2107.8431507018386,-50,68.00000000000043
59,SIMPLE_RAN_APP_14,14,57,4380.206181544956,-50,68.00000000000043
63,SIMPLE_RAN_APP_16,16,63,2763.3539937106625,-50,68.00000000000043
67,SIMPLE_RAN_APP_18,18,69,3410.1720997102066,-50,68.00000000000043
69,SIMPLE_RAN_APP_19,19,72,2497.8916049183526,-50,68.00000000000043
71,SIMPLE_RAN_APP_20,20,75,3142.039906635977,-50,68.00000000000043
56,SIMPLE_RAN_APP_13,13,13,2311.933234682206,-50,70.40000000000046
57,SIMPLE_RAN_APP_13,13,54,2311.933234682206,-50,72.00000000000048
76,SIMPLE_RAN_APP_23,23,13,1202.0473769863002,-100,107.60000000000099
77,SIMPLE_RAN_APP_23,23,84,1202.0473769863002,-100,108.000000000001
80,SIMPLE_RAN_APP_25,25,10,2149.8548975360454,-100,109.60000000000102
32,SIMPLE_RAN_APP_1,1,11,2166.6120805501087,-100,110.00000000000102
60,SIMPLE_RAN_APP_15,15,10,474.5955762161554,-100,110.40000000000103
52,SIMPLE_RAN_APP_11,11,11,1111.259777623107,-100,110.60000000000103
84,SIMPLE_RAN_APP_27,27,12,1050.9407972739073,-100,111.00000000000104
44,SIMPLE_RAN_APP_7,7,12,975.0218979632399,-100,111.20000000000104
36,SIMPLE_RAN_APP_3,3,13,1500.9376355655534,-100,111.60000000000105
33,SIMPLE_RAN_APP_1,1,18,2166.6120805501087,-100,112.00000000000105
37,SIMPLE_RAN_APP_3,3,24,1500.9376355655534,-100,112.00000000000105
45,SIMPLE_RAN_APP_7,7,36,975.0218979632399,-100,112.00000000000105
53,SIMPLE_RAN_APP_11,11,48,1111.259777623107,-100,112.00000000000105
61,SIMPLE_RAN_APP_15,15,60,474.5955762161554,-100,112.00000000000105
81,SIMPLE_RAN_APP_25,25,90,2149.8548975360454,-100,112.00000000000105
85,SIMPLE_RAN_APP_27,27,96,1050.9407972739073,-100,112.00000000000105
54,SIMPLE_RAN_APP_12,12,12,1362.47705678345,-100,112.00000000000105
40,SIMPLE_RAN_APP_5,5,10,544.8759007307565,-100,112.00000000000105
48,SIMPLE_RAN_APP_9,9,14,777.1099508179574,-100,112.80000000000106
46,SIMPLE_RAN_APP_8,8,13,1942.3448591931353,-100,113.80000000000108
88,SIMPLE_RAN_APP_29,29,14,829.5421172502172,-100,113.80000000000108
62,SIMPLE_RAN_APP_16,16,11,2763.3539937106625,-100,114.80000000000109
50,SIMPLE_RAN_APP_10,10,10,2107.8431507018386,-100,114.80000000000109
58,SIMPLE_RAN_APP_14,14,14,4380.206181544956,-100,115.6000000000011
70,SIMPLE_RAN_APP_20,20,10,3142.039906635977,-100,115.8000000000011
41,SIMPLE_RAN_APP_5,5,30,544.8759007307565,-100,116.00000000000111
47,SIMPLE_RAN_APP_8,8,39,1942.3448591931353,-100,116.00000000000111
49,SIMPLE_RAN_APP_9,9,42,777.1099508179574,-100,116.00000000000111
51,SIMPLE_RAN_APP_10,10,45,2107.8431507018386,-100,116.00000000000111
55,SIMPLE_RAN_APP_12,12,51,1362.47705678345,-100,116.00000000000111
59,SIMPLE_RAN_APP_14,14,57,4380.206181544956,-100,116.00000000000111
63,SIMPLE_RAN_APP_16,16,63,2763.3539937106625,-100,116.00000000000111
71,SIMPLE_RAN_APP_20,20,75,3142.039906635977,-100,116.00000000000111
89,SIMPLE_RAN_APP_29,29,102,829.5421172502172,-100,116.00000000000111
66,SIMPLE_RAN_APP_18,18,13,3410.1720997102066,-100,116.60000000000112
42,SIMPLE_RAN_APP_6,6,11,2242.9141223942756,-100,116.80000000000112
34,SIMPLE_RAN_APP_2,2,12,2371.5312071052304,-100,117.80000000000113
68,SIMPLE_RAN_APP_19,19,14,2497.8916049183526,-100,117.80000000000113
35,SIMPLE_RAN_APP_2,2,21,2371.5312071052304,-100,120.00000000000117
43,SIMPLE_RAN_APP_6,6,33,2242.9141223942756,-100,120.00000000000117
67,SIMPLE_RAN_APP_18,18,69,3410.1720997102066,-100,120.00000000000117
69,SIMPLE_RAN_APP_19,19,72,2497.8916049183526,-100,120.00000000000117
56,SIMPLE_RAN_APP_13,13,13,2311.933234682206,-100,120.40000000000117
57,SIMPLE_RAN_APP_13,13,54,2311.933234682206,-100,124.00000000000122
76,SIMPLE_RAN_APP_23,23,13,1202.0473769863002,-150,157.5999999999996
80,SIMPLE_RAN_APP_25,25,10,2149.8548975360454,-150,159.59999999999948
32,SIMPLE_RAN_APP_1,1,11,2166.6120805501087,-150,159.99999999999946
77,SIMPLE_RAN_APP_23,23,84,1202.0473769863002,-150,160.19999999999945
81,SIMPLE_RAN_APP_25,25,90,2149.8548975360454,-150,160.19999999999945
60,SIMPLE_RAN_APP_15,15,10,474.5955762161554,-150,160.39999999999944
52,SIMPLE_RAN_APP_11,11,11,1111.259777623107,-150,160.59999999999943
