Process ID,Process Name,User ID,Computing Node ID,UL Latency,Backhaul Latency,Processing Latency,Timestamp(ms)
40,SIMPLE_RAN_APP_5,5,26,0.5189892774263649,2.0,1.9895196601282805e-13,52.0000000000002
50,SIMPLE_RAN_APP_10,10,26,1.957061359770731,2.0,1.9895196601282805e-13,52.0000000000002
60,SIMPLE_RAN_APP_15,15,26,0.5051456195529248,2.0,1.9895196601282805e-13,52.0000000000002
70,SIMPLE_RAN_APP_20,20,26,3.3499481792694668,2.0,1.9895196601282805e-13,52.0000000000002
80,SIMPLE_RAN_APP_25,25,26,2.9402556368551998,2.0,1.9895196601282805e-13,52.0000000000002
32,SIMPLE_RAN_APP_1,1,27,2.8966778675480382,2.0,1.9895196601282805e-13,52.0000000000002
42,SIMPLE_RAN_APP_6,6,27,1.7359920122104484,2.0,1.9895196601282805e-13,52.0000000000002
52,SIMPLE_RAN_APP_11,11,27,1.1605988707278738,2.0,1.9895196601282805e-13,52.0000000000002
62,SIMPLE_RAN_APP_16,16,27,2.532739481947215,2.0,1.9895196601282805e-13,52.0000000000002
72,SIMPLE_RAN_APP_21,21,27,0.8803589852171494,2.0,1.9895196601282805e-13,52.0000000000002
82,SIMPLE_RAN_APP_26,26,27,0.6372980305142739,2.0,1.9895196601282805e-13,52.0000000000002
34,SIMPLE_RAN_APP_2,2,28,2.440562452970239,2.0,1.9895196601282805e-13,52.0000000000002
44,SIMPLE_RAN_APP_7,7,28,0.8249676177805416,2.0,1.9895196601282805e-13,52.0000000000002
54,SIMPLE_RAN_APP_12,12,28,1.4260530274036205,2.0,1.9895196601282805e-13,52.0000000000002
84,SIMPLE_RAN_APP_27,27,28,1.8853039551669686,2.0,1.9895196601282805e-13,52.0000000000002
36,SIMPLE_RAN_APP_3,3,29,1.7960613321455312,2.0,1.9895196601282805e-13,52.0000000000002
46,SIMPLE_RAN_APP_8,8,29,1.8662094932798103,2.0,1.9895196601282805e-13,52.0000000000002
56,SIMPLE_RAN_APP_13,13,29,2.072812785751352,2.0,1.9895196601282805e-13,52.0000000000002
76,SIMPLE_RAN_APP_23,23,29,1.1760012625943976,2.0,1.9895196601282805e-13,52.0000000000002
48,SIMPLE_RAN_APP_9,9,30,1.2864299856748629,2.0,1.9895196601282805e-13,52.0000000000002
68,SIMPLE_RAN_APP_19,19,30,2.37425585097054,2.0,1.9895196601282805e-13,52.0000000000002
88,SIMPLE_RAN_APP_29,29,30,0.5843610196388855,2.0,1.9895196601282805e-13,52.0000000000002
30,SIMPLE_RAN_APP_0,0,26,1.8813008662935822,2.0,9.094947017729282e-13,102.00000000000091
40,SIMPLE_RAN_APP_5,5,26,0.6827014926118816,2.0,9.094947017729282e-13,102.00000000000091
60,SIMPLE_RAN_APP_15,15,26,0.8486879363807227,2.0,9.094947017729282e-13,102.00000000000091
70,SIMPLE_RAN_APP_20,20,26,3.6712396289173506,2.0,9.094947017729282e-13,102.00000000000091
80,SIMPLE_RAN_APP_25,25,26,2.9651067814496734,2.0,9.094947017729282e-13,102.00000000000091
32,SIMPLE_RAN_APP_1,1,27,3.27921066036002,2.0,9.094947017729282e-13,102.00000000000091
42,SIMPLE_RAN_APP_6,6,27,1.5337010928896944,2.0,9.094947017729282e-13,102.00000000000091
52,SIMPLE_RAN_APP_11,11,27,1.7845276741860638,2.0,9.094947017729282e-13,102.00000000000091
62,SIMPLE_RAN_APP_16,16,27,2.145510013529977,2.0,9.094947017729282e-13,102.00000000000091
34,SIMPLE_RAN_APP_2,2,28,3.1175910357959458,2.0,9.094947017729282e-13,102.00000000000091
44,SIMPLE_RAN_APP_7,7,28,0.6537890923974004,2.0,9.094947017729282e-13,102.00000000000091
54,SIMPLE_RAN_APP_12,12,28,1.171017404509894,2.0,9.094947017729282e-13,102.00000000000091
64,SIMPLE_RAN_APP_17,17,28,1.4236314981479825,2.0,9.094947017729282e-13,102.00000000000091
84,SIMPLE_RAN_APP_27,27,28,0.9814197108183255,2.0,9.094947017729282e-13,102.00000000000091
36,SIMPLE_RAN_APP_3,3,29,1.3365554030273146,2.0,9.094947017729282e-13,102.00000000000091
56,SIMPLE_RAN_APP_13,13,29,1.5760223471753212,2.0,9.094947017729282e-13,102.00000000000091
76,SIMPLE_RAN_APP_23,23,29,1.5850218903153528,2.0,9.094947017729282e-13,102.00000000000091
38,SIMPLE_RAN_APP_4,4,30,0.7103427464608795,2.0,9.094947017729282e-13,102.00000000000091
48,SIMPLE_RAN_APP_9,9,30,1.2912176677976426,2.0,9.094947017729282e-13,102.00000000000091
58,SIMPLE_RAN_APP_14,14,30,2.509962847742699,2.0,9.094947017729282e-13,102.00000000000091
88,SIMPLE_RAN_APP_29,29,30,1.0458724311331467,2.0,9.094947017729282e-13,102.00000000000091
30,SIMPLE_RAN_APP_0,0,26,2.3087527686212854,2.0,0.19999999999990337,152.1999999999999
40,SIMPLE_RAN_APP_5,5,26,0.5377763484335424,2.0,0.19999999999990337,152.1999999999999
50,SIMPLE_RAN_APP_10,10,26,2.201387370207834,2.0,0.19999999999990337,152.1999999999999
60,SIMPLE_RAN_APP_15,15,26,0.6224149625468027,2.0,0.19999999999990337,152.1999999999999
70,SIMPLE_RAN_APP_20,20,26,1.9149120034642468,2.0,0.19999999999990337,152.1999999999999
80,SIMPLE_RAN_APP_25,25,26,3.7531858886729954,2.0,0.19999999999990337,152.1999999999999
32,SIMPLE_RAN_APP_1,1,27,2.184604837453845,2.0,0.19999999999990337,152.1999999999999
42,SIMPLE_RAN_APP_6,6,27,1.2242610683882729,2.0,0.19999999999990337,152.1999999999999
52,SIMPLE_RAN_APP_11,11,27,1.167292840332307,2.0,0.19999999999990337,152.1999999999999
62,SIMPLE_RAN_APP_16,16,27,3.031197574135561,2.0,0.19999999999990337,152.1999999999999
34,SIMPLE_RAN_APP_2,2,28,2.590634417787907,2.0,0.19999999999990337,152.1999999999999
44,SIMPLE_RAN_APP_7,7,28,0.7783568341854756,2.0,0.19999999999990337,152.1999999999999
54,SIMPLE_RAN_APP_12,12,28,1.9986558914312533,2.0,0.19999999999990337,152.1999999999999
84,SIMPLE_RAN_APP_27,27,28,1.3086156985360522,2.0,0.19999999999990337,152.1999999999999
36,SIMPLE_RAN_APP_3,3,29,1.592133639258553,2.0,0.19999999999990337,152.1999999999999
46,SIMPLE_RAN_APP_8,8,29,2.1477046728317473,2.0,0.19999999999990337,152.1999999999999
56,SIMPLE_RAN_APP_13,13,29,1.467189544299044,2.0,0.19999999999990337,152.1999999999999
66,SIMPLE_RAN_APP_18,18,29,4.452386473494847,2.0,0.19999999999990337,152.1999999999999
76,SIMPLE_RAN_APP_23,23,29,1.1401481726843494,2.0,0.19999999999990337,152.1999999999999
86,SIMPLE_RAN_APP_28,28,29,0.6339761001481395,2.0,0.19999999999990337,152.1999999999999
38,SIMPLE_RAN_APP_4,4,30,0.6657877032214714,2.0,0.19999999999990337,152.1999999999999
48,SIMPLE_RAN_APP_9,9,30,0.940912277345052,2.0,0.19999999999990337,152.1999999999999
58,SIMPLE_RAN_APP_14,14,30,2.8780370696265565,2.0,0.19999999999990337,152.1999999999999
68,SIMPLE_RAN_APP_19,19,30,2.411582926057167,2.0,0.19999999999990337,152.1999999999999
88,SIMPLE_RAN_APP_29,29,30,0.7913143544034794,2.0,0.19999999999990337,152.1999999999999
30,SIMPLE_RAN_APP_0,0,26,2.9688974776437824,2.0,0.1999999999970612,202.19999999999706
40,SIMPLE_RAN_APP_5,5,26,0.782069054251884,2.0,0.1999999999970612,202.19999999999706
60,SIMPLE_RAN_APP_15,15,26,0.7068016881768597,2.0,0.1999999999970612,202.19999999999706
80,SIMPLE_RAN_APP_25,25,26,2.0406612261139507,2.0,0.1999999999970612,202.19999999999706
32,SIMPLE_RAN_APP_1,1,27,2.3777520018773233,2.0,0.1999999999970612,202.19999999999706
42,SIMPLE_RAN_APP_6,6,27,2.129807032132617,2.0,0.1999999999970612,202.19999999999706
52,SIMPLE_RAN_APP_11,11,27,1.2541602494826836,2.0,0.1999999999970612,202.19999999999706
62,SIMPLE_RAN_APP_16,16,27,2.9457972719635976,2.0,0.1999999999970612,202.19999999999706
72,SIMPLE_RAN_APP_21,21,27,0.86270439818699,2.0,0.1999999999970612,202.19999999999706
82,SIMPLE_RAN_APP_26,26,27,1.0192233408241202,2.0,0.1999999999970612,202.19999999999706
34,SIMPLE_RAN_APP_2,2,28,3.3669655227545183,2.0,0.1999999999970612,202.19999999999706
44,SIMPLE_RAN_APP_7,7,28,0.5509089185147642,2.0,0.1999999999970612,202.19999999999706
64,SIMPLE_RAN_APP_17,17,28,1.9707724104188178,2.0,0.1999999999970612,202.19999999999706
84,SIMPLE_RAN_APP_27,27,28,1.485203498834354,2.0,0.1999999999970612,202.19999999999706
36,SIMPLE_RAN_APP_3,3,29,0.9490340003550808,2.0,0.1999999999970612,202.19999999999706
46,SIMPLE_RAN_APP_8,8,29,2.2234555791475192,2.0,0.1999999999970612,202.19999999999706
56,SIMPLE_RAN_APP_13,13,29,1.643592453240662,2.0,0.1999999999970612,202.19999999999706
66,SIMPLE_RAN_APP_18,18,29,2.878951188998749,2.0,0.1999999999970612,202.19999999999706
76,SIMPLE_RAN_APP_23,23,29,1.7310868836234263,2.0,0.1999999999970612,202.19999999999706
38,SIMPLE_RAN_APP_4,4,30,1.1033146329197674,2.0,0.1999999999970612,202.19999999999706
48,SIMPLE_RAN_APP_9,9,30,1.5896416702850824,2.0,0.1999999999970612,202.19999999999706
58,SIMPLE_RAN_APP_14,14,30,5.03102316381065,2.0,0.1999999999970612,202.19999999999706
