Process ID,Process Name,User ID,Computing Node ID,UL Latency,Backhaul Latency,Processing Latency,Timestamp(ms)
40,SIMPLE_RAN_APP_5,5,26,0.000518989277426365,2.0,1.9895196601282805e-13,52.0000000000002
50,SIMPLE_RAN_APP_10,10,26,0.001957061359770731,2.0,1.9895196601282805e-13,52.0000000000002
60,SIMPLE_RAN_APP_15,15,26,0.0005051456195529248,2.0,1.9895196601282805e-13,52.0000000000002
70,SIMPLE_RAN_APP_20,20,26,0.0033499481792694666,2.0,1.9895196601282805e-13,52.0000000000002
80,SIMPLE_RAN_APP_25,25,26,0.0029402556368551998,2.0,1.9895196601282805e-13,52.0000000000002
32,SIMPLE_RAN_APP_1,1,27,0.0028966778675480385,2.0,1.9895196601282805e-13,52.0000000000002
42,SIMPLE_RAN_APP_6,6,27,0.0017359920122104484,2.0,1.9895196601282805e-13,52.0000000000002
52,SIMPLE_RAN_APP_11,11,27,0.0011605988707278738,2.0,1.9895196601282805e-13,52.0000000000002
62,SIMPLE_RAN_APP_16,16,27,0.0025327394819472148,2.0,1.9895196601282805e-13,52.0000000000002
72,SIMPLE_RAN_APP_21,21,27,0.0008803589852171494,2.0,1.9895196601282805e-13,52.0000000000002
82,SIMPLE_RAN_APP_26,26,27,0.000637298030514274,2.0,1.9895196601282805e-13,52.0000000000002
34,SIMPLE_RAN_APP_2,2,28,0.002440562452970239,2.0,1.9895196601282805e-13,52.0000000000002
44,SIMPLE_RAN_APP_7,7,28,0.0008249676177805416,2.0,1.9895196601282805e-13,52.0000000000002
54,SIMPLE_RAN_APP_12,12,28,0.0014260530274036204,2.0,1.9895196601282805e-13,52.0000000000002
84,SIMPLE_RAN_APP_27,27,28,0.0018853039551669686,2.0,1.9895196601282805e-13,52.0000000000002
36,SIMPLE_RAN_APP_3,3,29,0.0017960613321455312,2.0,1.9895196601282805e-13,52.0000000000002
46,SIMPLE_RAN_APP_8,8,29,0.0018662094932798104,2.0,1.9895196601282805e-13,52.0000000000002
56,SIMPLE_RAN_APP_13,13,29,0.002072812785751352,2.0,1.9895196601282805e-13,52.0000000000002
76,SIMPLE_RAN_APP_23,23,29,0.0011760012625943977,2.0,1.9895196601282805e-13,52.0000000000002
48,SIMPLE_RAN_APP_9,9,30,0.0012864299856748629,2.0,1.9895196601282805e-13,52.0000000000002
68,SIMPLE_RAN_APP_19,19,30,0.00237425585097054,2.0,1.9895196601282805e-13,52.0000000000002
88,SIMPLE_RAN_APP_29,29,30,0.0005843610196388855,2.0,1.9895196601282805e-13,52.0000000000002
30,SIMPLE_RAN_APP_0,0,26,0.0018813008662935823,2.0,9.094947017729282e-13,102.00000000000091
40,SIMPLE_RAN_APP_5,5,26,0.0006827014926118816,2.0,9.094947017729282e-13,102.00000000000091
60,SIMPLE_RAN_APP_15,15,26,0.0008486879363807227,2.0,9.094947017729282e-13,102.00000000000091
70,SIMPLE_RAN_APP_20,20,26,0.0036712396289173507,2.0,9.094947017729282e-13,102.00000000000091
80,SIMPLE_RAN_APP_25,25,26,0.0029651067814496735,2.0,9.094947017729282e-13,102.00000000000091
32,SIMPLE_RAN_APP_1,1,27,0.00327921066036002,2.0,9.094947017729282e-13,102.00000000000091
42,SIMPLE_RAN_APP_6,6,27,0.0015337010928896944,2.0,9.094947017729282e-13,102.00000000000091
52,SIMPLE_RAN_APP_11,11,27,0.001784527674186064,2.0,9.094947017729282e-13,102.00000000000091
62,SIMPLE_RAN_APP_16,16,27,0.002145510013529977,2.0,9.094947017729282e-13,102.00000000000091
34,SIMPLE_RAN_APP_2,2,28,0.003117591035795946,2.0,9.094947017729282e-13,102.00000000000091
44,SIMPLE_RAN_APP_7,7,28,0.0006537890923974004,2.0,9.094947017729282e-13,102.00000000000091
54,SIMPLE_RAN_APP_12,12,28,0.001171017404509894,2.0,9.094947017729282e-13,102.00000000000091
64,SIMPLE_RAN_APP_17,17,28,0.0014236314981479826,2.0,9.094947017729282e-13,102.00000000000091
84,SIMPLE_RAN_APP_27,27,28,0.0009814197108183255,2.0,9.094947017729282e-13,102.00000000000091
36,SIMPLE_RAN_APP_3,3,29,0.0013365554030273146,2.0,9.094947017729282e-13,102.00000000000091
56,SIMPLE_RAN_APP_13,13,29,0.001576022347175321,2.0,9.094947017729282e-13,102.00000000000091
76,SIMPLE_RAN_APP_23,23,29,0.0015850218903153527,2.0,9.094947017729282e-13,102.00000000000091
38,SIMPLE_RAN_APP_4,4,30,0.0007103427464608794,2.0,9.094947017729282e-13,102.00000000000091
48,SIMPLE_RAN_APP_9,9,30,0.0012912176677976426,2.0,9.094947017729282e-13,102.00000000000091
58,SIMPLE_RAN_APP_14,14,30,0.002509962847742699,2.0,9.094947017729282e-13,102.00000000000091
88,SIMPLE_RAN_APP_29,29,30,0.0010458724311331468,2.0,9.094947017729282e-13,102.00000000000091
30,SIMPLE_RAN_APP_0,0,26,0.0023087527686212854,2.0,0.19999999999990337,152.1999999999999
40,SIMPLE_RAN_APP_5,5,26,0.0005377763484335423,2.0,0.19999999999990337,152.1999999999999
50,SIMPLE_RAN_APP_10,10,26,0.002201387370207834,2.0,0.19999999999990337,152.1999999999999
60,SIMPLE_RAN_APP_15,15,26,0.0006224149625468027,2.0,0.19999999999990337,152.1999999999999
70,SIMPLE_RAN_APP_20,20,26,0.0019149120034642469,2.0,0.19999999999990337,152.1999999999999
