Process ID,Process Name,User ID,Computing Node ID,UL Latency,Backhaul Latency,Processing Latency,Timestamp(ms)
52,SIMPLE_RAN_APP_11,11,27,1093.5795794064813,2.0,6.600000000000293,58.60000000000029
82,SIMPLE_RAN_APP_26,26,27,715.2591446957065,2.0,7.200000000000301,59.2000000000003
44,SIMPLE_RAN_APP_7,7,28,610.5344881419294,2.0,8.600000000000321,60.60000000000032
68,SIMPLE_RAN_APP_19,19,30,1389.548957232128,2.0,8.600000000000321,60.60000000000032
54,SIMPLE_RAN_APP_12,12,28,1881.8364340776084,2.0,10.000000000000341,62.00000000000034
88,SIMPLE_RAN_APP_29,29,30,565.4455527400385,2.0,10.60000000000035,62.60000000000035
70,SIMPLE_RAN_APP_20,20,26,1906.8189546085198,2.0,12.00000000000037,64.00000000000037
56,SIMPLE_RAN_APP_13,13,29,1890.3155790645492,2.0,12.400000000000375,64.40000000000038
42,SIMPLE_RAN_APP_6,6,27,1096.2302101574123,2.0,12.600000000000378,64.60000000000038
80,SIMPLE_RAN_APP_25,25,26,2605.1804816642,2.0,13.000000000000384,65.00000000000038
62,SIMPLE_RAN_APP_16,16,27,2107.4882048150625,2.0,13.40000000000039,65.40000000000039
84,SIMPLE_RAN_APP_27,27,28,1951.7729144914783,2.0,14.000000000000398,66.0000000000004
40,SIMPLE_RAN_APP_5,5,26,783.68798131331,2.0,15.400000000000418,67.40000000000042
72,SIMPLE_RAN_APP_21,21,27,1067.75653657929,2.0,16.000000000000426,68.00000000000043
34,SIMPLE_RAN_APP_2,2,28,2661.1830361433977,2.0,16.20000000000043,68.20000000000043
76,SIMPLE_RAN_APP_23,23,29,1609.4177312736922,2.0,16.20000000000043,68.20000000000043
46,SIMPLE_RAN_APP_8,8,29,1670.5637446263445,2.0,16.400000000000432,68.40000000000043
48,SIMPLE_RAN_APP_9,9,30,1785.8341632419456,2.0,18.800000000000466,70.80000000000047
32,SIMPLE_RAN_APP_1,1,27,3085.264180653857,2.0,19.400000000000475,71.40000000000047
36,SIMPLE_RAN_APP_3,3,29,1630.56011758765,2.0,19.80000000000048,71.80000000000048
50,SIMPLE_RAN_APP_10,10,26,2033.2368356887378,2.0,20.000000000000483,72.00000000000048
60,SIMPLE_RAN_APP_15,15,26,934.0608502367619,2.0,21.000000000000497,73.0000000000005
52,SIMPLE_RAN_APP_11,11,27,1125.4647433735854,2.0,6.200000000000998,108.200000000001
62,SIMPLE_RAN_APP_16,16,27,1840.9992751185448,2.0,7.80000000000102,109.80000000000102
88,SIMPLE_RAN_APP_29,29,30,541.3006179497422,2.0,8.400000000001029,110.40000000000103
48,SIMPLE_RAN_APP_9,9,30,1003.7603345041924,2.0,8.600000000001032,110.60000000000103
36,SIMPLE_RAN_APP_3,3,29,918.1563127566687,2.0,9.20000000000104,111.20000000000104
60,SIMPLE_RAN_APP_15,15,26,514.5499802356182,2.0,9.800000000001049,111.80000000000105
44,SIMPLE_RAN_APP_7,7,28,625.8000544573215,2.0,9.800000000001049,111.80000000000105
56,SIMPLE_RAN_APP_13,13,29,1735.1475662634878,2.0,9.800000000001049,111.80000000000105
40,SIMPLE_RAN_APP_5,5,26,745.1495099988605,2.0,10.200000000001054,112.20000000000105
32,SIMPLE_RAN_APP_1,1,27,1841.4662671385695,2.0,10.200000000001054,112.20000000000105
76,SIMPLE_RAN_APP_23,23,29,1824.2217427004819,2.0,11.400000000001071,113.40000000000107
34,SIMPLE_RAN_APP_2,2,28,2252.5065164627426,2.0,11.800000000001077,113.80000000000108
42,SIMPLE_RAN_APP_6,6,27,1920.6200002641233,2.0,12.00000000000108,114.00000000000108
38,SIMPLE_RAN_APP_4,4,30,769.6573667278692,2.0,12.400000000001086,114.40000000000109
70,SIMPLE_RAN_APP_20,20,26,2682.2935195451887,2.0,14.000000000001108,116.00000000000111
58,SIMPLE_RAN_APP_14,14,30,3988.5813668830383,2.0,14.80000000000112,116.80000000000112
64,SIMPLE_RAN_APP_17,17,28,2012.9495936954825,2.0,16.000000000001137,118.00000000000114
30,SIMPLE_RAN_APP_0,0,26,2081.182086218264,2.0,17.00000000000115,119.00000000000115
54,SIMPLE_RAN_APP_12,12,28,1990.7147758791086,2.0,17.60000000000116,119.60000000000116
80,SIMPLE_RAN_APP_25,25,26,3868.799318699413,2.0,19.200000000001182,121.20000000000118
84,SIMPLE_RAN_APP_27,27,28,1928.0470318938594,2.0,19.80000000000119,121.80000000000119
44,SIMPLE_RAN_APP_7,7,28,527.0957786158725,2.0,8.599999999999426,160.59999999999943
68,SIMPLE_RAN_APP_19,19,30,1373.3693182556817,2.0,9.39999999999938,161.39999999999938
42,SIMPLE_RAN_APP_6,6,27,1151.3790262437467,2.0,9.799999999999358,161.79999999999936
60,SIMPLE_RAN_APP_15,15,26,494.46383496519627,2.0,10.199999999999335,162.19999999999933
58,SIMPLE_RAN_APP_14,14,30,3096.935224216366,2.0,10.199999999999335,162.19999999999933
38,SIMPLE_RAN_APP_4,4,30,828.9862175334366,2.0,10.599999999999312,162.5999999999993
